City,PM2.5_x,PM10_x,NO_x,NO2_x,NOx_x,NH3_x,CO_x,SO2_x,O3_x,AQI,AQI_Bucket_x,Date,PM2.5_y,PM10_y,NO_y,NO2_y,NOx_y,NH3_y,CO_y,SO2_y,O3_y,Benzene,Toluene,Xylene,AQI_chem
Kolkata,423.3,97.2,17.4,117.7,151.0,24.4,0.41,73.4,189.7,253.5,Poor,2019-02-05,169.86,290.85,127.55,103.89,194.0,25.08,1.67,20.74,24.65,7.19,10.21,1.056325369738339,337.0
Delhi,486.7,4.3,136.3,107.6,72.8,47.3,2.83,61.6,173.0,211.2,Poor,2019-02-06,177.25,270.92,39.1,50.55,62.85,53.76,1.64,15.59,34.4,5.1,33.57,1.37,380.0
Mumbai,428.6,442.5,27.7,70.1,22.2,39.3,8.86,49.7,197.8,417.5,Severe,2019-02-06,43.34,146.7,38.78,23.77,62.55,42.59358704793944,1.88,14.66,65.06,1.02,9.226440829460136,1.056325369738339,156.0
Chennai,67.3,273.7,125.9,53.2,134.1,21.4,3.24,42.1,198.0,274.6,Poor,2019-02-06,60.55,167.82286741214057,6.33,13.45,17.64,65.28,0.99,8.82,52.24,0.0,1.18,1.056325369738339,149.0
Kolkata,320.2,210.4,134.6,73.7,165.6,10.6,3.34,69.0,138.2,470.2,Severe,2019-02-06,194.51,342.34,116.34,120.72,220.76,26.96,1.83,20.69,23.91,7.14,9.35,1.056325369738339,349.0
Delhi,338.7,527.8,91.6,70.3,67.8,49.1,2.35,96.6,151.0,488.7,Severe,2019-02-07,65.65,107.83,12.05,30.8,27.94,37.84,0.84,11.12,30.25,2.15,16.32,2.96,233.0
Mumbai,194.6,366.4,60.0,101.3,0.3,0.2,1.75,32.9,43.5,357.5,Very Poor,2019-02-07,18.67,94.56,40.78,24.61,60.36,42.59358704793944,1.59,12.31,44.44,0.59,9.226440829460136,1.056325369738339,103.0
Chennai,280.6,224.9,111.7,23.4,40.4,16.5,1.74,19.8,50.7,430.6,Severe,2019-02-07,52.94,167.82286741214057,5.92,12.16,18.08,64.89,1.1,9.04,41.97,0.03,1.16,1.056325369738339,138.0
Kolkata,367.5,104.3,69.5,3.7,69.7,13.0,5.08,85.7,169.7,202.8,Poor,2019-02-07,180.67,295.97,99.12,130.54,210.32,35.17,1.62,20.81,32.07,11.9,13.05,1.056325369738339,350.0
Delhi,68.9,70.3,46.7,26.4,21.9,15.7,5.21,62.3,166.9,198.4,Moderate,2019-02-08,72.29,156.6,31.23,39.24,49.45,29.11,0.94,12.66,30.59,2.78,24.72,4.03,136.0
Mumbai,400.2,326.9,74.8,127.3,225.8,44.1,4.88,37.1,76.2,276.9,Poor,2019-02-08,52.26,203.43,50.54,36.41,86.93,42.59358704793944,1.64,13.66,38.51,0.64,9.226440829460136,1.056325369738339,132.0
Chennai,313.3,180.8,125.7,97.4,164.6,15.3,5.06,32.1,119.3,463.3,Severe,2019-02-08,28.42,167.82286741214057,5.83,11.83,17.64,66.42,1.07,9.01,33.31,0.0,1.12,1.056325369738339,87.0
Kolkata,204.8,220.9,180.8,44.8,42.9,5.6,2.75,50.9,69.4,365.3,Very Poor,2019-02-08,153.28,264.95,36.39,108.42,144.8,37.98,1.16,14.83,42.62,3.89,5.8,1.056325369738339,321.0
Delhi,481.2,443.8,158.5,149.9,218.3,8.7,6.4,11.7,169.7,419.4,Severe,2019-02-09,82.5,165.94,22.67,38.31,41.45,28.42,0.96,13.25,33.55,2.51,21.49,0.78,169.0
Mumbai,135.6,469.2,122.5,84.3,219.6,44.2,8.11,86.7,108.1,455.8,Severe,2019-02-09,72.35,188.49,85.9,34.58,118.31,42.59358704793944,2.0,20.72,32.65,1.26,9.226440829460136,1.056325369738339,170.0
Chennai,483.7,377.4,82.3,105.1,221.2,19.8,8.28,78.7,104.9,334.1,Very Poor,2019-02-09,21.04,167.82286741214057,5.63,10.92,16.49,66.69,0.91,12.96,18.49,0.0,1.25,1.056325369738339,77.0
Kolkata,196.0,163.2,173.7,55.5,142.5,12.2,0.13,50.9,107.3,358.6,Very Poor,2019-02-09,113.11,167.61,3.03,50.87,53.9,34.76,0.79,11.0,46.31,1.81,5.22,1.056325369738339,275.0
Delhi,45.5,132.1,176.4,29.0,41.3,10.8,4.38,31.0,185.9,243.9,Poor,2019-02-10,143.31,255.47,47.91,49.26,69.38,33.83,1.36,16.41,33.03,4.12,28.28,4.16,277.0
Mumbai,71.8,556.7,173.1,55.6,49.0,35.6,2.78,23.7,97.0,137.9,Moderate,2019-02-10,86.52,222.61,31.02,30.53,61.57,42.59358704793944,2.84,26.28,55.92,3.1,9.226440829460136,1.056325369738339,180.0
Chennai,297.4,517.1,6.8,48.9,25.8,39.8,0.97,63.1,71.4,447.4,Severe,2019-02-10,12.77,167.82286741214057,5.81,10.88,16.68,66.05,1.0,16.47,18.45,0.0,1.13,1.056325369738339,67.0
Kolkata,18.8,136.2,125.6,99.8,191.1,29.9,5.84,12.7,186.7,245.9,Poor,2019-02-10,57.85,112.72,5.17,66.29,71.46,28.27,0.51,9.65,40.21,0.97,4.7,1.056325369738339,178.0
Delhi,301.5,312.4,49.1,140.9,73.2,15.7,8.6,37.6,190.7,451.5,Severe,2019-02-11,173.61,304.98,72.35,58.56,95.55,39.17,1.78,17.52,37.03,5.97,41.78,6.94,332.0
Mumbai,74.7,343.6,91.0,69.9,233.8,42.9,6.06,86.7,2.7,293.6,Poor,2019-02-11,101.67,261.7,39.3,34.5,73.67,42.59358704793944,3.17,25.97,69.16,2.93,9.226440829460136,1.056325369738339,213.0
Chennai,493.9,436.4,98.2,12.1,216.2,42.6,0.4,12.0,105.4,408.7,Severe,2019-02-11,37.37,167.82286741214057,5.19,10.27,15.46,65.78,1.04,26.99,31.72,0.03,1.04,1.056325369738339,77.0
Kolkata,48.1,547.6,86.4,94.8,83.1,10.4,6.81,15.9,191.7,258.6,Poor,2019-02-11,90.05,161.6,25.58,87.23,112.75,30.21,0.75,14.16,34.89,2.14,5.18,1.056325369738339,167.0
Delhi,335.5,223.9,170.2,137.2,16.8,31.6,1.04,92.2,195.5,485.5,Severe,2019-02-12,208.64,357.36,74.17,66.37,101.01,46.24,2.09,19.93,43.29,7.38,59.23,6.24,357.0
Mumbai,443.2,418.7,86.0,40.2,21.2,45.1,2.72,51.7,1.2,385.8,Very Poor,2019-02-12,94.74,221.18,95.62,45.67,141.28,42.59358704793944,3.27,24.49,55.38,3.13,9.226440829460136,1.056325369738339,225.0
Chennai,56.1,443.8,117.2,103.1,5.2,30.9,6.78,52.8,1.9,419.4,Severe,2019-02-12,56.04,167.82286741214057,4.77,10.73,15.5,64.94,1.01,13.74,57.84,0.06,1.14,1.056325369738339,126.0
Kolkata,193.6,371.7,184.9,127.3,214.3,49.2,7.5,31.1,191.3,356.7,Very Poor,2019-02-12,125.98,212.8,62.07,110.25,161.49,29.97,1.02,15.6,30.7,3.31,6.95,1.056325369738339,264.0
Delhi,109.9,597.4,198.3,115.7,31.0,21.0,4.99,91.0,6.9,265.5,Poor,2019-02-13,198.26,336.99,65.24,70.04,96.09,47.95,1.94,18.61,43.36,6.6,46.95,6.47,372.0
Mumbai,157.0,151.9,188.1,112.7,117.8,25.3,1.81,0.2,21.7,328.6,Very Poor,2019-02-13,78.47,152.16,73.92,34.45,108.37,42.59358704793944,2.6,21.96,56.51,2.46,9.226440829460136,1.056325369738339,190.0
Chennai,457.3,549.7,178.6,50.5,241.6,15.4,7.89,88.5,26.0,173.6,Moderate,2019-02-13,106.04,167.82286741214057,4.84,12.07,16.89,64.45,0.96,10.38,79.41,0.03,0.93,1.056325369738339,200.0
Kolkata,481.9,425.7,52.5,72.9,80.4,19.7,8.45,7.4,71.4,394.6,Very Poor,2019-02-13,130.91,254.19,78.61,120.07,182.41,32.89,1.34,23.16,32.22,3.6,8.39,1.056325369738339,288.0
Delhi,4.1,536.6,57.4,5.2,216.3,21.0,4.88,48.6,184.5,240.3,Poor,2019-02-14,153.73,237.08,27.78,53.15,54.06,45.64,1.42,14.53,32.61,4.69,29.52,3.87,350.0
Mumbai,259.1,393.4,181.1,81.5,106.0,49.2,0.54,38.3,120.8,409.1,Severe,2019-02-14,49.64,100.42,59.57,32.54,92.13,42.59358704793944,1.91,16.76,56.4,0.84,9.226440829460136,1.056325369738339,139.0
Chennai,350.9,24.9,10.9,137.0,66.8,47.4,8.48,48.0,113.1,181.0,Moderate,2019-02-14,178.54,167.82286741214057,4.91,11.68,16.58,65.17,1.03,11.87,56.47,0.0,0.0,1.056325369738339,283.0
Kolkata,299.3,438.5,18.3,42.7,149.1,5.5,9.15,22.6,84.4,449.3,Severe,2019-02-14,195.34,345.73,70.98,145.21,165.88,62.5,1.99,23.53,31.43,5.83,9.88,1.056325369738339,345.0
Delhi,495.5,124.5,166.9,90.4,188.0,33.2,8.98,6.8,137.9,187.2,Moderate,2019-02-15,123.46,194.76,25.13,44.28,45.94,39.19,1.22,15.38,28.15,3.64,24.5,2.02,275.0
Mumbai,205.6,415.6,56.3,22.1,2.0,49.5,7.42,93.2,120.4,382.0,Very Poor,2019-02-15,47.74,119.49,43.85,30.95,74.8,42.59358704793944,1.86,15.42,68.09,0.92,9.226440829460136,1.056325369738339,118.0
Chennai,110.0,330.1,198.7,37.0,241.7,49.2,1.68,19.5,88.1,280.1,Poor,2019-02-15,42.85,167.82286741214057,5.76,11.22,16.98,66.85,1.08,12.88,32.8,0.0,0.0,1.056325369738339,187.0
Kolkata,131.2,4.8,23.4,20.5,27.6,49.2,8.76,65.7,3.2,308.8,Very Poor,2019-02-15,206.83,339.86,100.18,136.64,193.43,85.39,1.79,22.63,35.48,6.52,10.6,1.056325369738339,360.0
Delhi,305.1,225.0,81.3,119.6,183.7,44.9,5.57,66.6,17.3,455.1,Severe,2019-02-16,112.34,181.64,17.27,33.33,33.34,35.16,1.13,12.92,26.45,2.79,20.22,0.76,288.0
Mumbai,377.5,446.0,156.8,42.2,122.4,48.4,3.89,15.9,74.8,422.5,Severe,2019-02-16,52.57,130.57,64.01,37.75,101.77,42.59358704793944,2.16,17.91,58.37,1.58,9.226440829460136,1.056325369738339,125.0
Chennai,252.0,287.8,108.3,77.9,230.4,1.2,1.97,96.7,65.1,402.0,Severe,2019-02-16,45.41,167.82286741214057,5.62,11.06,16.68,66.58,0.94,6.55,26.4,0.09,0.05,1.056325369738339,87.0
Kolkata,368.2,176.0,20.3,123.0,46.6,20.6,2.88,86.4,50.3,150.8,Moderate,2019-02-16,115.8,208.77,58.12,112.11,157.32,60.77,1.16,18.54,24.87,3.09,6.45,1.056325369738339,307.0
Delhi,91.5,202.0,56.7,132.4,55.0,10.4,2.84,64.6,114.6,202.7,Poor,2019-02-17,99.27,180.93,23.24,42.59,41.77,31.82,1.09,15.14,34.81,2.82,20.46,0.95,247.0
Mumbai,432.4,346.2,55.6,96.4,153.9,10.6,5.21,25.6,149.5,296.2,Poor,2019-02-17,59.84,168.11,61.17,34.62,95.79,42.59358704793944,2.37,19.85,90.64,1.69,9.226440829460136,1.056325369738339,165.0
Chennai,385.1,158.2,140.0,23.3,228.9,45.1,7.9,71.7,90.7,173.7,Moderate,2019-02-17,44.51,167.82286741214057,5.62,10.9,16.52,67.23,0.92,7.69,18.38,0.12,0.2,1.056325369738339,93.0
Kolkata,36.6,437.1,60.3,133.1,106.4,23.2,3.96,55.4,40.7,409.8,Severe,2019-02-17,96.52,160.84,19.6,86.76,106.35,48.23,0.85,13.68,33.05,1.59,4.66,1.056325369738339,229.0
Delhi,370.6,126.9,122.1,137.6,150.7,21.4,5.02,53.9,51.4,157.6,Moderate,2019-02-18,109.11,215.05,32.98,56.12,56.8,33.82,1.18,16.78,33.69,3.38,26.07,0.81,278.0
Mumbai,467.3,61.1,189.0,27.1,83.4,42.4,7.43,69.5,174.8,215.7,Poor,2019-02-18,54.99,136.62,47.99,32.21,80.21,42.59358704793944,2.25,19.18,83.46,1.31,9.226440829460136,1.056325369738339,155.0
Chennai,60.3,296.6,60.2,128.3,23.9,9.0,7.85,67.8,83.3,246.6,Poor,2019-02-18,26.55,167.82286741214057,5.61,10.6,16.21,67.5,0.98,9.65,17.49,0.02,0.0,1.056325369738339,80.0
Kolkata,241.6,130.5,30.6,30.6,1.2,16.8,3.35,46.3,37.7,393.6,Very Poor,2019-02-18,113.34,183.53,43.93,103.33,144.71,48.66,1.0,12.89,37.06,2.93,8.69,1.056325369738339,240.0
Delhi,22.5,487.1,71.1,106.1,113.3,33.3,8.99,95.5,117.0,481.5,Severe,2019-02-19,126.12,229.75,40.67,55.44,65.95,41.33,1.56,15.93,36.66,3.97,34.03,1.36,232.0
Mumbai,415.7,408.0,31.9,56.2,249.1,2.2,0.17,21.8,44.1,372.4,Very Poor,2019-02-19,49.87,120.19,50.63,34.17,84.8,42.59358704793944,2.19,18.32,76.99,1.29,9.226440829460136,1.056325369738339,143.0
Chennai,330.3,573.6,38.4,120.3,247.8,44.3,9.54,77.9,156.5,480.3,Severe,2019-02-19,17.11,167.82286741214057,5.63,10.58,16.21,67.6,0.99,9.46,17.42,0.0,0.0,1.056325369738339,78.0
Kolkata,2.7,423.5,74.4,89.2,147.5,4.6,2.14,58.5,192.6,391.9,Very Poor,2019-02-19,152.16,245.83,68.47,115.61,170.14,56.64,1.15,17.81,36.19,5.63,11.24,1.056325369738339,295.0
Delhi,322.7,258.3,75.5,52.3,30.2,48.2,7.83,86.1,54.7,472.7,Severe,2019-02-20,102.3,185.4,38.46,51.88,63.41,41.41,1.4,17.16,23.68,4.45,40.74,2.78,305.0
Mumbai,66.0,563.7,188.4,25.5,21.7,33.8,8.6,25.5,9.9,182.5,Moderate,2019-02-20,64.73,182.68,58.01,28.4,86.42,42.59358704793944,3.0,22.73,101.76,4.0,9.226440829460136,1.056325369738339,166.0
Chennai,425.7,102.9,28.7,67.9,112.8,13.0,6.69,38.1,197.1,272.3,Poor,2019-02-20,16.6,167.82286741214057,7.43,11.75,19.18,67.41,0.91,20.24,20.24,0.03,0.0,1.056325369738339,66.0
Kolkata,463.8,258.0,106.3,32.9,81.7,24.4,4.69,75.5,56.8,208.0,Poor,2019-02-20,95.73,159.86,19.29,68.68,87.32,55.99,0.91,12.49,33.69,2.2,6.98,1.056325369738339,236.0
Delhi,33.4,387.0,72.4,80.7,165.9,8.2,6.84,87.7,153.5,346.1,Very Poor,2019-02-21,73.33,178.07,46.44,47.15,67.04,38.24,1.37,20.1,34.41,3.76,31.74,2.24,158.0
Mumbai,105.8,186.7,81.0,22.3,168.8,15.6,4.82,35.0,138.6,251.5,Poor,2019-02-21,35.61,84.13,32.41,20.68,53.1,42.59358704793944,1.67,17.0,70.35,0.49,9.226440829460136,1.056325369738339,114.0
Chennai,435.0,6.6,127.8,13.7,228.0,33.1,7.56,42.4,73.1,169.4,Moderate,2019-02-21,32.92,167.82286741214057,6.14,11.21,17.35,66.43,1.06,21.39,21.84,0.0,0.0,1.056325369738339,75.0
Kolkata,164.6,280.7,173.8,124.9,201.9,24.9,3.42,6.8,184.0,334.5,Very Poor,2019-02-21,157.09,272.5,65.58,108.51,168.78,54.45,1.26,20.43,32.41,4.96,9.94,1.056325369738339,278.0
Delhi,192.7,188.7,2.0,62.5,154.2,6.9,7.01,15.4,59.8,356.0,Very Poor,2019-02-22,73.9,147.86,25.55,33.95,41.61,39.11,1.07,13.94,28.45,3.24,24.76,2.66,191.0
Mumbai,182.6,278.5,174.6,90.3,190.0,39.4,0.75,55.9,64.4,348.3,Very Poor,2019-02-22,38.3,103.84,37.16,21.65,58.81,42.59358704793944,1.85,16.77,56.96,0.78,9.226440829460136,1.056325369738339,105.0
Chennai,63.7,166.8,91.7,89.2,201.0,25.5,9.63,22.8,120.4,195.4,Moderate,2019-02-22,37.45,167.82286741214057,6.23,11.82,18.06,66.08,1.09,23.61,32.82,0.0,0.05,1.056325369738339,104.0
Kolkata,288.6,186.2,73.3,11.5,201.4,46.9,1.06,2.8,86.9,438.6,Severe,2019-02-22,94.94,158.75,17.21,78.13,93.64,50.78,0.83,25.43,25.74,2.41,6.58,1.056325369738339,247.0
Delhi,387.1,28.2,176.0,118.9,129.2,28.4,4.96,13.9,43.2,138.9,Moderate,2019-02-23,56.51,115.07,11.62,36.12,30.5,26.26,0.85,15.66,37.26,2.09,15.68,0.89,116.0
Mumbai,60.2,33.7,125.9,64.9,216.1,41.2,1.16,26.3,170.5,204.8,Poor,2019-02-23,58.39,196.31,53.85,32.52,86.39,42.59358704793944,2.51,21.28,78.9,1.92,9.226440829460136,1.056325369738339,156.0
Chennai,476.5,402.2,160.7,91.4,236.2,6.4,3.3,13.8,65.2,365.2,Very Poor,2019-02-23,25.55,167.82286741214057,8.62,13.88,22.5,42.52,1.01,17.84,42.25,0.03,0.0,1.056325369738339,101.0
Kolkata,411.2,203.1,90.8,74.2,102.6,5.4,9.13,64.2,69.7,189.1,Moderate,2019-02-23,106.79,193.57,38.4,96.13,116.67,60.9,1.1,16.1,31.98,4.21,10.16,1.056325369738339,224.0
Delhi,76.8,209.1,165.8,146.2,77.8,30.2,1.07,30.3,60.8,172.8,Moderate,2019-02-24,89.34,161.89,19.34,46.26,42.89,29.95,1.03,18.99,38.02,2.43,22.6,0.92,169.0
Mumbai,400.1,525.0,68.1,147.4,96.6,26.8,2.57,80.9,65.9,167.4,Moderate,2019-02-24,31.67,126.11,41.11,22.27,63.4,42.59358704793944,1.84,18.07,62.79,0.9,9.226440829460136,1.056325369738339,140.0
Chennai,450.9,239.7,32.7,125.7,237.4,16.4,8.92,79.6,106.4,193.2,Moderate,2019-02-24,37.37,167.82286741214057,8.53,12.35,20.87,16.42,0.95,10.08,33.15,0.0,0.0,1.056325369738339,89.0
Kolkata,328.2,599.1,162.7,88.1,59.0,37.1,8.81,89.8,125.2,478.2,Severe,2019-02-24,114.95,221.88,33.15,81.62,107.33,64.72,0.86,13.3,41.71,5.11,9.27,1.056325369738339,286.0
Delhi,441.8,77.8,160.4,41.8,228.8,48.9,3.32,50.2,61.4,116.3,Moderate,2019-02-25,92.36,172.59,35.85,53.86,62.0,34.51,1.24,18.07,42.49,3.13,31.49,1.18,221.0
Mumbai,396.0,20.8,37.1,66.1,55.1,21.2,9.71,1.5,1.0,196.4,Moderate,2019-02-25,35.64,118.0,54.25,26.2,80.36,42.59358704793944,1.97,15.66,57.0,0.98,9.226440829460136,1.056325369738339,119.0
Chennai,168.4,193.0,84.9,15.3,243.2,41.3,1.14,30.8,161.4,337.4,Very Poor,2019-02-25,74.05,167.82286741214057,5.93,11.7,17.55,16.61,1.12,6.72,29.26,0.05,0.0,1.056325369738339,105.0
Kolkata,12.7,122.9,46.4,82.1,85.7,0.6,7.44,98.2,66.5,167.9,Moderate,2019-02-25,81.45,131.38,7.75,78.12,85.86,46.3,0.79,8.47,27.38,3.33,6.57,1.056325369738339,205.0
Delhi,11.4,254.3,11.3,45.9,241.1,3.8,7.7,83.7,44.3,204.3,Poor,2019-02-26,59.97,120.3,24.36,50.31,48.45,32.19,0.95,16.88,32.19,2.49,28.02,0.74,144.0
Mumbai,222.6,475.0,64.2,27.8,103.2,37.4,5.12,76.0,18.1,464.1,Severe,2019-02-26,27.8,116.06,45.93,24.5,70.45,42.59358704793944,1.69,8.13,45.78,0.56,9.226440829460136,1.056325369738339,118.0
Chennai,275.1,419.1,128.9,80.9,220.0,41.2,0.99,41.2,99.4,425.1,Severe,2019-02-26,199.98,167.82286741214057,6.87,12.07,18.94,16.9,1.08,9.36,18.88,0.02,0.42,1.056325369738339,279.0
Kolkata,462.5,544.1,78.6,20.9,186.0,10.1,7.47,92.3,35.0,168.3,Moderate,2019-02-26,49.4,75.42,6.05,53.47,59.51,38.37,0.73,3.7,21.92,3.4,7.49,1.056325369738339,135.0
Delhi,110.5,28.0,85.6,114.2,173.8,39.8,3.37,10.1,116.7,267.6,Poor,2019-02-27,47.18,91.52,14.25,35.07,33.41,26.57,0.79,12.52,31.38,1.67,20.26,0.73,112.0
Mumbai,126.8,119.8,15.8,108.5,148.0,21.3,2.47,70.5,150.0,305.5,Very Poor,2019-02-27,22.69,109.49,54.48,18.29,72.77,42.59358704793944,1.72,7.67,37.63,0.78,9.226440829460136,1.056325369738339,108.0
Chennai,164.7,194.1,180.1,50.3,57.3,39.2,1.86,66.5,89.0,334.5,Very Poor,2019-02-27,33.9,167.82286741214057,6.01,10.65,16.65,18.24,0.89,8.94,17.23,0.03,0.05,1.056325369738339,127.0
Kolkata,345.2,465.7,166.3,85.8,237.8,41.4,9.95,50.8,178.5,495.2,Severe,2019-02-27,28.96,42.82,6.07,52.86,58.94,34.33,0.59,2.95,26.06,3.96,10.76,1.056325369738339,76.0
Delhi,60.3,584.3,27.9,60.8,40.0,21.6,1.62,40.1,116.0,123.2,Moderate,2019-02-28,96.38,180.46,40.92,45.02,60.89,31.23,1.25,16.98,35.95,3.14,31.82,1.1,198.0
Mumbai,162.0,481.3,22.7,72.5,112.8,11.4,4.15,77.4,43.5,473.2,Severe,2019-02-28,49.14,133.69,57.22,13.9,71.12,42.59358704793944,1.92,10.0,49.84,1.12,9.226440829460136,1.056325369738339,106.0
Chennai,221.4,593.8,141.0,126.2,146.2,38.7,0.52,83.2,1.5,378.1,Very Poor,2019-02-28,87.38,167.82286741214057,8.18,14.43,18.56,10.21,0.72,9.0,16.65,0.04,2.44,1.056325369738339,100.0
Kolkata,17.2,316.8,54.2,56.0,138.6,20.0,4.48,49.9,145.8,266.8,Poor,2019-02-28,36.08,52.25,15.77,56.9,72.67,32.36,0.73,5.14,23.41,5.46,12.17,1.056325369738339,75.0
Delhi,233.8,53.0,51.7,78.3,227.3,47.4,2.75,22.0,33.5,387.6,Very Poor,2019-03-01,93.83,181.26,37.55,48.87,60.61,30.2,1.17,15.81,37.75,3.02,33.92,0.72,222.0
Mumbai,481.0,90.9,156.8,143.5,246.0,17.8,8.04,20.7,147.5,175.4,Moderate,2019-03-01,41.12,150.77,90.27,38.66,128.94,42.59358704793944,2.35,17.55,70.34,2.53,9.226440829460136,1.056325369738339,159.0
Chennai,80.5,113.1,132.0,17.6,27.5,26.0,5.57,16.5,69.8,167.6,Moderate,2019-03-01,114.56,167.82286741214057,5.26,11.01,15.91,33.31,0.82,12.89,15.1,0.03,0.0,1.056325369738339,102.0
Kolkata,174.3,321.2,194.7,19.4,205.1,26.3,5.74,86.0,173.4,341.9,Very Poor,2019-03-01,60.77,107.96,39.04,73.06,112.11,32.18,0.89,8.9,32.55,7.46,11.81,1.056325369738339,141.0
Delhi,478.8,519.7,153.9,50.0,64.0,23.9,5.13,16.4,30.9,139.0,Moderate,2019-03-02,109.6,182.54,40.68,62.05,70.66,36.48,1.36,17.96,25.07,4.51,41.24,1.45,227.0
Mumbai,403.4,11.3,75.6,85.4,47.5,1.4,2.7,76.5,111.9,117.1,Moderate,2019-03-02,49.77,203.42,108.87,35.35,144.24,42.59358704793944,2.78,15.04,72.01,3.01,9.226440829460136,1.056325369738339,184.0
Chennai,431.8,432.6,116.5,51.4,218.3,46.6,6.16,33.6,166.1,403.3,Severe,2019-03-02,176.07,167.82286741214057,9.14,15.07,22.05,198.23,0.66,30.02,18.42,0.05,4.11,1.056325369738339,252.0
Kolkata,349.3,359.2,18.0,22.4,237.7,9.0,8.17,62.0,54.8,499.3,Severe,2019-03-02,85.85,146.83,69.36,86.08,145.9,41.52,1.09,8.6,35.5,11.4,15.99,1.056325369738339,199.0
Delhi,110.8,186.2,164.4,111.6,182.3,8.5,0.98,18.5,145.8,268.6,Poor,2019-03-03,62.92,105.16,20.21,40.61,41.09,30.98,1.16,13.48,33.59,2.32,25.83,0.73,172.0
Mumbai,168.1,359.9,36.9,122.4,64.5,23.4,7.49,82.3,4.9,337.1,Very Poor,2019-03-03,15.85,58.71,35.64,12.5,48.15,42.59358704793944,1.64,7.53,63.43,0.43,9.226440829460136,1.056325369738339,114.0
Chennai,30.8,528.8,142.8,145.2,156.6,10.1,3.84,65.1,5.2,165.2,Moderate,2019-03-03,38.85,167.82286741214057,10.81,18.86,28.19,167.9,0.6,20.68,19.22,0.0,0.09,1.056325369738339,128.0
Kolkata,383.0,422.2,120.2,136.1,23.7,38.7,4.25,31.9,187.6,390.2,Very Poor,2019-03-03,114.86,202.87,81.89,118.46,184.71,53.32,1.45,16.2,32.47,14.5,19.06,1.056325369738339,256.0
Delhi,471.9,140.1,30.2,16.3,63.2,12.1,2.31,54.6,85.3,127.0,Moderate,2019-03-04,105.93,180.84,49.62,40.1,67.55,37.26,1.54,14.75,38.13,3.92,33.07,0.98,217.0
Mumbai,133.4,62.5,95.4,138.3,239.1,3.8,5.25,18.0,60.2,310.5,Very Poor,2019-03-04,16.82,81.35,41.82,7.43,49.26,42.59358704793944,1.64,7.72,73.28,0.36,9.226440829460136,1.056325369738339,95.0
Chennai,472.7,67.3,137.6,70.7,48.6,18.2,4.39,52.6,157.2,184.0,Moderate,2019-03-04,43.48,167.82286741214057,7.49,13.32,20.28,83.05,0.81,6.32,19.86,0.0,2.74,1.056325369738339,76.0
Kolkata,118.5,231.0,175.7,67.9,34.1,16.5,1.54,64.0,79.6,294.9,Poor,2019-03-04,97.47,170.15,5.3,71.62,76.91,43.07,0.89,9.85,26.06,7.94,11.99,1.056325369738339,242.0
Delhi,31.1,371.5,170.6,9.7,14.1,5.9,6.34,35.8,80.1,326.7,Very Poor,2019-03-05,68.86,135.4,18.77,40.05,37.94,28.71,1.01,14.26,36.3,2.73,21.24,0.33,173.0
Mumbai,183.3,312.8,94.5,109.1,57.0,18.1,4.56,27.5,91.6,348.8,Very Poor,2019-03-05,22.15,126.58,29.85,5.5,35.35,42.59358704793944,1.54,6.83,76.26,0.31,9.226440829460136,1.056325369738339,106.0
Chennai,364.6,332.5,1.8,68.2,134.2,23.8,2.61,3.6,73.0,282.5,Poor,2019-03-05,53.2,167.82286741214057,28.01,27.1,37.82,118.25,0.81,17.25,22.26,0.0,3.0,1.056325369738339,87.0
Kolkata,79.4,416.4,165.6,116.6,170.5,33.8,8.37,83.9,51.8,383.0,Very Poor,2019-03-05,56.44,109.62,7.58,56.65,64.23,38.38,0.9,5.93,24.63,8.39,13.16,1.056325369738339,129.0
Delhi,234.8,105.4,68.7,59.4,117.1,17.8,8.57,75.4,114.2,388.3,Very Poor,2019-03-06,83.45,168.32,32.02,45.3,53.83,29.05,1.25,15.16,33.71,3.38,28.52,1.0,189.0
Mumbai,143.4,522.0,126.9,144.2,205.0,46.7,7.29,5.4,72.0,318.2,Very Poor,2019-03-06,23.44,92.09,37.33,10.1,47.44,42.59358704793944,1.67,7.12,80.67,0.38,9.226440829460136,1.056325369738339,113.0
Chennai,394.9,461.8,147.3,110.5,89.8,8.9,8.49,85.4,83.3,445.2,Severe,2019-03-06,58.19,167.82286741214057,9.84,12.09,23.09,28.67,0.81,11.03,21.23,0.03,3.44,1.056325369738339,111.0
Kolkata,86.4,248.3,189.2,101.3,166.0,44.7,8.97,56.7,43.0,198.9,Moderate,2019-03-06,73.88,124.15,8.96,54.43,63.38,37.14,0.97,7.96,31.1,7.75,12.07,1.056325369738339,144.0
Delhi,74.3,227.5,193.2,10.9,139.4,7.0,0.8,4.6,166.2,197.3,Moderate,2019-03-07,104.61,212.7,55.04,51.9,78.33,32.79,1.48,16.39,39.32,5.34,40.26,1.11,228.0
Mumbai,15.4,153.7,190.6,80.1,94.9,16.4,3.42,29.0,63.3,136.0,Moderate,2019-03-07,25.23,102.94,41.19,15.47,56.67,42.59358704793944,1.75,7.22,80.8,0.6,9.226440829460136,1.056325369738339,113.0
Chennai,276.1,138.4,42.9,107.6,188.0,18.6,4.76,13.5,74.9,426.1,Severe,2019-03-07,39.87,167.82286741214057,22.45,20.52,29.17,21.72,0.78,4.02,23.03,0.05,2.64,1.056325369738339,105.0
